description,label
"Be cautious of suspicious individuals loitering around Sitio Sampaguita, they might be scouting for a robbery.",Theft (Pagnanakaw)
"Someone stole goods from the sari-sari store here in Sitio Rosas early this morning.",Theft (Pagnanakaw)
"My cousin was robbed, losing their wallet and cash while walking home in Sitio Daisy.",Theft (Pagnanakaw)
"Residents are currently chasing a thief inside the residential area of Sitio Sampaguita.",Theft (Pagnanakaw)
"My neighbor's expensive plant collections were stolen here in Sitio Rosas.",Theft (Pagnanakaw)
"We need more barangay patrols in Sitio Daisy because copper wire theft is becoming common.",Theft (Pagnanakaw)
"Someone smashed a car window in Sitio Sampaguita and took the laptop inside.",Theft (Pagnanakaw)
"A student's phone was snatched while they were waiting for a tricycle in Sitio Rosas.",Theft (Pagnanakaw)
"Burglars broke into a vacant house here in Sitio Daisy.",Theft (Pagnanakaw)
"Tools and equipment from the repair shop here in Sitio Sampaguita went missing, definitely stolen.",Theft (Pagnanakaw)
"I hope they catch whoever stole the chairs in front of the outpost here in Sitio Rosas.",Theft (Pagnanakaw)
"Two men distracted the cashier and stole money from the register here in Sitio Daisy.",Theft (Pagnanakaw)
"Someone stole a bicycle parked right in front of the eatery here in Sitio Sampaguita.",Theft (Pagnanakaw)
"A woman was caught on camera shoplifting groceries from the local market in Sitio Rosas.",Theft (Pagnanakaw)
"A vendor in Sitio Daisy lost her merchandise to a thief while she was talking to a customer.",Theft (Pagnanakaw)
"Please watch out for strangers loitering around Sitio Sampaguita, another robbery just happened.",Theft (Pagnanakaw)
"My uncle's only pig was stolen straight out of its pen here in Sitio Rosas.",Theft (Pagnanakaw)
"A thief broke into the computer shop in Sitio Daisy and took expensive computer parts.",Theft (Pagnanakaw)
"The sack of rice we just bought was stolen from our porch here in Sitio Sampaguita.",Theft (Pagnanakaw)
"The tanods should monitor the dark alley in Sitio Rosas because someone is snatching bags there.",Theft (Pagnanakaw)
"The newly installed light bulb right outside our gate in Sitio Daisy was stolen.",Theft (Pagnanakaw)
"An elderly woman in Sitio Sampaguita lost her savings after a burglar ransacked her bedroom.",Theft (Pagnanakaw)
"Construction materials like steel bars and cement were stolen from the house being built in Sitio Rosas.",Theft (Pagnanakaw)
"A student boarding house here in Sitio Daisy was broken into earlier this afternoon.",Theft (Pagnanakaw)
"My aunt's wallet was pickpocketed while she was boarding a jeepney near Sitio Sampaguita.",Theft (Pagnanakaw)
"The battery of a tricycle parked outside a house in Sitio Rosas was stolen overnight.",Theft (Pagnanakaw)
"Neighbors caught a minor red-handed while he was stealing from a house in Sitio Daisy.",Theft (Pagnanakaw)
"Our expensive shoes that we left outside the door in Sitio Sampaguita were stolen.",Theft (Pagnanakaw)
"Thieves broke into the school stockroom located near Sitio Rosas.",Theft (Pagnanakaw)
"Our pet dog, which was just tied up inside the garage here in Sitio Daisy, was stolen.",Theft (Pagnanakaw)
"An LPG tank was stolen straight from our neighbor's kitchen here in Sitio Sampaguita.",Theft (Pagnanakaw)



"May malaking sunog ngayon malapit sa palengke dito sa Sitio Daisy.",Fire (Sunog)
"Nasusunog ang isang bahay sa Sitio Sampaguita, kailangan ng bumbero agad!",Fire (Sunog)
"May makapal na aso kaming nakikita na nanggagaling sa direksyon ng Sitio Rosas.",Fire (Sunog)
"Sumiklab ang apoy sa isang tindahan dito sa Sitio Daisy dahil sa sirang wire.",Fire (Sunog)
"Tulong! Nasusunog ang likod ng bahay namin dito sa Sitio Sampaguita.",Fire (Sunog)
"May residential fire ngayon sa Sitio Rosas, mabilis kumakalat ang apoy.",Fire (Sunog)
"Tumatawag na kami ng fire truck para sa sunog dito sa Sitio Daisy.",Fire (Sunog)
"Natupok ng apoy ang isang abandonadong bodega sa Sitio Sampaguita.",Fire (Sunog)
"May sumabog na tangke ng LPG kaya nagkasunog dito sa Sitio Rosas.",Fire (Sunog)
"Mabilis ang pagresponde ng mga bumbero sa sunog sa Sitio Daisy.",Fire (Sunog)
"Nasunog ang poste ng kuryente dito sa may Sitio Sampaguita pagkatapos kumislap.",Fire (Sunog)
"Mag-ingat po ang lahat, may apoy na nagsisimula sa damuhan sa Sitio Rosas.",Fire (Sunog)
"Naapula na ba ang sunog malapit sa basketball court sa Sitio Daisy?",Fire (Sunog)
"Upos ng sigarilyo ang pinagmulan ng sunog sa isang bahay sa Sitio Sampaguita.",Fire (Sunog)
"Kailangan ng mga residente ng tulong dahil sa sunog dito sa Sitio Rosas.",Fire (Sunog)
"Lahat ng gamit nila ay natupok ng apoy sa naganap na sunog sa Sitio Daisy.",Fire (Sunog)
"May sunog ngayon, naririnig ko na ang mga sirena ng bumbero papuntang Sitio Sampaguita.",Fire (Sunog)
"Nagbabala ang barangay tungkol sa sunog sa Sitio Rosas, lumikas muna kayo.",Fire (Sunog)
"Grabe ang apoy dito sa Sitio Daisy, halos tatlong bahay na ang nadamay.",Fire (Sunog)
"Nagkaroon ng electrical short circuit kaya nagkasunog sa Sitio Sampaguita.",Fire (Sunog)
"May usok na nanggagaling sa bubong ng isang bahay sa Sitio Rosas.",Fire (Sunog)
"Tumulong tayo sa pagpasa ng timba ng tubig, may sunog sa Sitio Daisy.",Fire (Sunog)
"Na-trap ang ilang residente sa loob ng nasusunog na gusali sa Sitio Sampaguita.",Fire (Sunog)
"Idineklara na under control ang sunog na naganap sa Sitio Rosas kanina.",Fire (Sunog)
"Nasunog ang isang bakery dito sa Sitio Daisy gabi ng Miyerkules.",Fire (Sunog)
"Ang lakas ng hangin kaya lalong lumalaki ang apoy dito sa Sitio Sampaguita.",Fire (Sunog)
"May nasusunog na bunton ng basura malapit sa paaralan sa Sitio Rosas.",Fire (Sunog)
"Agad na lumikas ang mga pamilya dahil sa banta ng sunog sa Sitio Daisy.",Fire (Sunog)
"Kasalukuyang inaapula ng mga bumbero ang apoy sa isang compound sa Sitio Sampaguita.",Fire (Sunog)
"Walang nasaktan sa nangyaring sunog sa isang apartment sa Sitio Rosas.",Fire (Sunog)
"Nasunog ang fuse box ng kuryente sa isang establisyimento sa Sitio Daisy.",Fire (Sunog)
"May sunog po sa may eskinita pumasok kayo mula sa Sitio Sampaguita.",Fire (Sunog)
"Amoy sunog na plastik dito sa paligid ng Sitio Rosas, may nagpasingas ba ng apoy?",Fire (Sunog)
"Isang tindahan ng kahoy ang mabilis na natupok ng apoy sa Sitio Daisy.",Fire (Sunog)
"Nagsimula ang sunog dahil sa naiwang kandila sa loob ng kwarto sa Sitio Sampaguita.",Fire (Sunog)
"Grabe ang pinsala ng sunog na ito dito sa buong Sitio Rosas.",Fire (Sunog)
"May sumiklab na apoy sa may damuhan malapit sa highway ng Sitio Daisy.",Fire (Sunog)
"Tinutulungan ng mga tanod ang mga bumbero sa sunog sa Sitio Sampaguita.",Fire (Sunog)
"Nasunog ang wiring ng aircon kaya nagka-apoy sa loob ng bahay sa Sitio Rosas.",Fire (Sunog)
"Nakaalis na ang lahat bago pa man lumaki ang apoy sa Sitio Daisy.",Fire (Sunog)
"May daku nga sunog subong malapit sa palengke diri sa Sitio Daisy.",Fire (Sunog)
"Nasunog ang isa ka balay sa Sitio Sampaguita, kinahanglan sang bumbero dinalian!",Fire (Sunog)
"May madamol nga aso kami nga nakikit-an halin sa direksyon sang Sitio Rosas.",Fire (Sunog)
"Nagsilaob ang kalayo sa isa ka tindahan diri sa Sitio Daisy bangod sa guba nga wire.",Fire (Sunog)
"Tabang! Nasunog ang likod sang balay namon diri sa Sitio Sampaguita.",Fire (Sunog)
"May residential fire subong sa Sitio Rosas, mabilis nagalapnag ang kalayo.",Fire (Sunog)
"Nagatawag na kami sang fire truck para sa sunog diri sa Sitio Daisy.",Fire (Sunog)
"Naubos gid sang kalayo ang isa ka abandonado nga bodega sa Sitio Sampaguita.",Fire (Sunog)
"May nagboto nga tangke sang LPG gani nagkasunog diri sa Sitio Rosas.",Fire (Sunog)
"Mabilis ang pagresponde sang mga bumbero sa sunog sa Sitio Daisy.",Fire (Sunog)
"Nasunog ang poste sang kuryente diri sa may Sitio Sampaguita pagkatapos mag-igpat.",Fire (Sunog)
"Maghalong ang tanan, may kalayo nga nagasugod sa kahilamunan sa Sitio Rosas.",Fire (Sunog)
"Napatay na bala ang kalayo malapit sa basketball court sa Sitio Daisy?",Fire (Sunog)
"Upos sang sigarilyo ang ginalantaw nga gintunaan sang sunog sa Sitio Sampaguita.",Fire (Sunog)
"Kinahanglan sang mga residente sang bulig bangod sa sunog diri sa Sitio Rosas.",Fire (Sunog)
"Tanan nga gamit nila naubos gid katupok sa natabo nga sunog sa Sitio Daisy.",Fire (Sunog)
"May sunog subong, nabatayan ko na ang sirena sang bumbero papunta sa Sitio Sampaguita.",Fire (Sunog)
"Nagpaandam ang barangay parte sa sunog sa Sitio Rosas, magbakwit kamo anay.",Fire (Sunog)
"Grabe ang kalayo diri sa Sitio Daisy, halos tatlo ka balay na ang nadamay.",Fire (Sunog)
"Nagka-electrical short circuit gani nagkasunog sa Sitio Sampaguita.",Fire (Sunog)
"May aso nga nagagahod ukon nagaguwa sa atop sang isa ka balay sa Sitio Rosas.",Fire (Sunog)
"Magbulig kita pasa sang timba nga may tubi, may sunog sa Sitio Daisy.",Fire (Sunog)
"Na-trap ang pila ka residente sa sulod sang nagasiga nga bilding sa Sitio Sampaguita.",Fire (Sunog)
"Gindeklarar nga under control na ang sunog nga natabo sa Sitio Rosas kaining kagaon.",Fire (Sunog)
"Nasunog ang isa ka bakery diri sa Sitio Daisy kagab-i.",Fire (Sunog)
"Baskog ang hangin gani nagadaku pa gid ang kalayo diri sa Sitio Sampaguita.",Fire (Sunog)
"May nasunog nga pundok sang basura malapit sa eskwelahan sa Sitio Rosas.",Fire (Sunog)
"Dayon nga nagbakwit ang mga pamilya bangod sa banta sang sunog sa Sitio Daisy.",Fire (Sunog)
"Kasalukuyan nga ginapatay sang mga bumbero ang kalayo sa isa ka compound sa Sitio Sampaguita.",Fire (Sunog)
"Wala sing may nasakitan sa natabo nga sunog sa isa ka apartment sa Sitio Rosas.",Fire (Sunog)
"Nasunog ang fuse box sang kuryente sa isa ka establisemento sa Sitio Daisy.",Fire (Sunog)
"May sunog sa may eskinita pasulod kamo halin sa Sitio Sampaguita.",Fire (Sunog)
"Daw amoy sunog nga plastik diri sa palibot sang Sitio Rosas, may nagdaub bala?",Fire (Sunog)
"Isang tindahan sang kahoy ang mabilis nga naubos gid sang kalayo sa Sitio Daisy.",Fire (Sunog)
"Nagsugod ang sunog bangod sa nabilin nga kandila sa sulod sang kwarto sa Sitio Sampaguita.",Fire (Sunog)
"Grabe ang agi ukon pinsala sang sunog nga ini diri sa bilog nga Sitio Rosas.",Fire (Sunog)
"May nagsilaob nga kalayo sa may kahilamunan malapit sa highway sang Sitio Daisy.",Fire (Sunog)
"Nagabulig ang mga tanod sa mga bumbero para mapatay ang sunog sa Sitio Sampaguita.",Fire (Sunog)
"Nasunog ang wiring sang aircon gani nag-kalayo sa sulod sang balay sa Sitio Rosas.",Fire (Sunog)
"Nakaguwa na ang tanan antes pa man nagdaku ang kalayo sa Sitio Daisy.",Fire (Sunog)
"There is a massive fire right now near the public market in Sitio Daisy.",Fire (Sunog)
"A house is currently on fire in Sitio Sampaguita, we need firefighters immediately!",Fire (Sunog)
"We can see thick black smoke billowing from the direction of Sitio Rosas.",Fire (Sunog)
"A fire broke out at a local shop here in Sitio Daisy due to faulty wiring.",Fire (Sunog)
"Help! The back of our house is catching fire here in Sitio Sampaguita.",Fire (Sunog)
"There is a residential fire ongoing in Sitio Rosas, the flames are spreading fast.",Fire (Sunog)
"We are calling the fire department right now for the fire incident in Sitio Daisy.",Fire (Sunog)
"An abandoned warehouse in Sitio Sampaguita was completely destroyed by fire.",Fire (Sunog)
"An LPG tank exploded, causing a dangerous fire outbreak here in Sitio Rosas.",Fire (Sunog)
"The firefighters responded quickly to extinguish the blaze in Sitio Daisy.",Fire (Sunog)
"An electric post caught fire here in Sitio Sampaguita after throwing large sparks.",Fire (Sunog)
"Everyone stay alert, a grass fire is starting to break out in Sitio Rosas.",Fire (Sunog)
"Has the fire near the basketball court in Sitio Daisy been put out yet?",Fire (Sunog)
"A discarded cigarette butt was identified as the cause of the fire in Sitio Sampaguita.",Fire (Sunog)
"Residents are desperately crying for help due to the raging fire here in Sitio Rosas.",Fire (Sunog)
"All of their properties were completely engulfed by flames during the fire in Sitio Daisy.",Fire (Sunog)
"There is an active fire, I can hear fire truck sirens heading towards Sitio Sampaguita.",Fire (Sunog)
"The barangay issued an emergency warning about the fire in Sitio Rosas, please evacuate.",Fire (Sunog)
"The blaze here in Sitio Daisy is intense, at least three houses have been affected.",Fire (Sunog)
"An electrical short circuit triggered a fire incident inside a home in Sitio Sampaguita.",Fire (Sunog)
"Thick white smoke is coming out of the roof of a house in Sitio Rosas.",Fire (Sunog)
"Let's help pass buckets of water, a fire just broke out here in Sitio Daisy.",Fire (Sunog)
"Several residents are trapped inside the burning building in Sitio Sampaguita.",Fire (Sunog)
"The fire department has declared the fire incident in Sitio Rosas under control.",Fire (Sunog)
"A local bakery here in Sitio Daisy caught fire late Wednesday evening.",Fire (Sunog)
"The strong winds are making the fire grow much larger here in Sitio Sampaguita.",Fire (Sunog)
"There is a large pile of garbage burning near the school compound in Sitio Rosas.",Fire (Sunog)
"Families immediately evacuated due to the imminent threat of fire in Sitio Daisy.",Fire (Sunog)
"Firefighters are currently battling a heavy blaze inside a compound in Sitio Sampaguita.",Fire (Sunog)
"No casualties or injuries were reported in the recent apartment fire in Sitio Rosas.",Fire (Sunog)
"The electrical fuse box of a business establishment caught fire in Sitio Daisy.",Fire (Sunog)
"There is a structural fire in the alley entering from Sitio Sampaguita.",Fire (Sunog)
"It smells like burning plastic around the neighborhood of Sitio Rosas, did a fire start?",Fire (Sunog)
"A lumber yard was quickly reduced to ashes by a sudden fire in Sitio Daisy.",Fire (Sunog)
"The fire started due to an unattended lighted candle inside a bedroom in Sitio Sampaguita.",Fire (Sunog)
"The fire left extensive damage across this entire sector of Sitio Rosas.",Fire (Sunog)
"Flames suddenly erupted in the grassy field near the highway of Sitio Daisy.",Fire (Sunog)
"Barangay tanods are helping the firemen manage the crowd at the fire scene in Sitio Sampaguita.",Fire (Sunog)
"An air conditioning unit's wiring shorted out, causing a room fire in Sitio Rosas.",Fire (Sunog)
"Everyone managed to get out safely before the fire grew out of hand in Sitio Daisy.",Fire (Sunog)


"May nagaganap na suntukan sa tapat ng sari-sari store dito sa Sitio Daisy.",Violence (Karahasan)
"Tulong! May lasing na nanamantala at nananakit ng mga tao sa Sitio Sampaguita.",Violence (Karahasan)
"Nagpambuno ang dalawang grupo ng kabataan sa tapat ng plaza sa Sitio Rosas.",Violence (Karahasan)
"May insidente ng pananakit sa gitna ng daan dito sa Sitio Daisy.",Violence (Karahasan)
"Nagsisimula nang magkaroon ng gulo at rambol sa labas ng bar sa Sitio Sampaguita.",Violence (Karahasan)
"Pinagbabato ng isang lalaki ang bintana ng kapitbahay niya rito sa Sitio Rosas.",Violence (Karahasan)
"May dalawang lalaki na nag-aaway at may hawak na matigas na kahoy sa Sitio Daisy.",Violence (Karahasan)
"Tumatawag kami ng pulis dahil may nambugbog ng tricycle driver sa Sitio Sampaguita.",Violence (Karahasan)
"Isang babae ang humihingi ng saklolo dahil sinasaktan siya ng mga tambay sa Sitio Rosas.",Violence (Karahasan)
"May nagwawalang lalaki na may dalang patalim dito sa palengke ng Sitio Daisy.",Violence (Karahasan)
"Nagkasakitan ang mga magkakapitbahay dahil sa hindi pagkakaunawaan sa Sitio Sampaguita.",Violence (Karahasan)
"May nambasag ng bote sa ulo ng isang tambay dito sa looban ng Sitio Rosas.",Violence (Karahasan)
"Inatake ng isang grupo ang outpost ng barangay dito sa may Sitio Daisy.",Violence (Karahasan)
"Narinig namin na may sumisigaw at may tunog ng mga naghahampasan ng upuan sa bar sa Sitio Sampaguita.",Violence (Karahasan)
"May nireport na kaso ng pambubulas at pisikal na pananakit sa kabataan sa Sitio Rosas.",Violence (Karahasan)
"Grabe ang gulo sa basketball court ng Sitio Daisy, nagkasuntukan ang mga manlalaro.",Violence (Karahasan)
"May armadong lalaki na nananakot ng mga dumadaan sa madilim na bahagi ng Sitio Sampaguita.",Violence (Karahasan)
"Isang menor de edad ang binalandra at sinaktan ng mga tambay sa Sitio Rosas.",Violence (Karahasan)
"May nag-aaway na mga kalalakihan at naririnig ang kalampag ng mga bote sa Sitio Daisy.",Violence (Karahasan)
"Tinaga ng isang lalaki ang bakod ng kabilang tindahan habang nagmumura sa Sitio Sampaguita.",Violence (Karahasan)
"May riot na naman na nagaganap sa pagitan ng mga gang dito sa Sitio Rosas.",Violence (Karahasan)
"Nasalakay ang isang residente at pinagbantaan ang buhay niya sa may kalsada ng Sitio Daisy.",Violence (Karahasan)
"May nambugbog ng menor de edad sa may abandonadong lote ng Sitio Sampaguita.",Violence (Karahasan)
"Sumiklab ang matinding away sa pagitan ng dalawang grupo na humantong sa pisikal na sakitan sa Sitio Rosas.",Violence (Karahasan)
"May lasing na naghahamon ng away sa lahat ng dumadaan sa kalsada ng Sitio Daisy.",Violence (Karahasan)
"Nagtamo ng mga pasa at sugat ang isang biktima ng pambubugbog sa terminal ng Sitio Sampaguita.",Violence (Karahasan)
"May nambastos at nanakit physically ng isang tindera dito sa Sitio Rosas.",Violence (Karahasan)
"Habulan ng mga lalaking may hawak na tubo ang nakita sa main road ng Sitio Daisy.",Violence (Karahasan)
"May sumisigaw ng saklolo dahil may nanggugulo sa bilyaran sa loob ng Sitio Sampaguita.",Violence (Karahasan)
"Pinagbubugbog ng mga tambay ang isang estranghero na napadaan lang sa Sitio Rosas.",Violence (Karahasan)
"Nagkaroon ng madugong komprontasyon ang magkakaribal na grupo sa Sitio Daisy.",Violence (Karahasan)
"May lalaking nagwawala at naninira ng mga motor na nakapark sa Sitio Sampaguita.",Violence (Karahasan)
"Isang matanda ang tinulak at sinaktan ng bastos na tambay sa Sitio Rosas.",Violence (Karahasan)
"May nanggugulo sa gaganaping pulong ng barangay dito sa may Sitio Daisy.",Violence (Karahasan)
"Narekober ng mga tanod ang mga dalang pamalo ng mga kabataang nag-aaway sa Sitio Sampaguita.",Violence (Karahasan)
"May binaril o sinaktan gamit ang dahas na biktima sa may tulay ng Sitio Rosas.",Violence (Karahasan)
